track,artist,date,rating 
"b""C'est ma terre""",b'Christophe Ma\xc3\xa9',21 July 2008 ,1.06
b'Put the Keys Down',b'Unkle Adams',16 March 2014 ,1.06
b'Love the Way You Lie',b'Eminem',8 June 2010 ,2.12
b'Fireflies',b'Owl City',13 July 2009 ,2.08
b'Shake Up Christmas',b'Train',3 December 2010 ,1.38
"b""Knockin' Boots""",b'Luke Bryan',29 March 2019 ,1.62
,,,
b'Que me quiten lo bailao',b'Luc\xc3\xada P\xc3\xa9rez',2011,1.66
b'Gotta Be Somebody',b'Nickelback',30 September 2008 ,1.96
b'Love Someone',b'Lukas Graham',7 September 2018 ,1.68
b'I Know What You Did Last Summer',b'Shawn Mendes',18 November 2015 ,2.01
b'ADHD',b'Joyner Lucas',10 September 2019 ,1.42
,,,
,,,
b'Wait (The Whisper Song)',b'Ying Yang Twins',5 September 2005 ,2.05
b'Drug Addicts',b'Lil Pump',6 July 2018 ,2.09
b'Hustle',b'Pink',28 March 2019 ,1.85
b'Where Them Girls At',b'David Guetta',2 May 2011 ,2.10
b'Faith',b'Limp Bizkit',1998,2.00
b'Starstrukk',b'3OH!3',14 September 2009 ,2.08
b'Not Too Young Not Too Old',b'Aaron Carter',3 September 2001 ,1.20
,,,
b'Renegades',b'X Ambassadors',3 March 2015 ,2.07
b'I Love U',b'Tila Tequila',27 February 2007 ,1.76
b'You Needed Me',b'Boyzone',10 May 1999 ,1.59
b'Dude (Looks Like a Lady) / Simoriah',b'Aerosmith',1987,2.10
b'Use Me',b'Hinder',15 July 2008 ,1.70
"b'Cover Girl / Merry, Merry Christmas'",b'New Kids on the Block',16 September 1989 ,1.86
b'Because of You',b'98\xc2\xba',22 September 1998 ,1.80
,,,
b'Yodel It!',b'Ilinca',30 January 2017 ,1.89
b'Face the Shadow',b'Genealogy',7 April 2015 ,1.76
b'Once You Understand / Gather',b'Think',1971,1.95
b'Bottoms Up',b'Nickelback',26 September 2011 ,1.89
"b""I Want You, I Need You / I Don't Believe You""",b'Chris Christian',September 1981 ,1.35
b'I Luv Dem Strippers',b'2 Chainz',12 August 2012 ,1.85
b'Brokenhearted',b'Karmin',2 February 2012 ,2.07
,,,
b'Mmm Yeah',b'Austin Mahone',26 January 2014 ,1.86
b'Switch',b'Iggy Azalea',19 May 2017 ,2.03
b'Doodah!',b'Cartoons',7 June 1999 ,1.75
b'Who Do You Love',b'The Chainsmokers',7 February 2019 ,1.92
b'Troublemaker',b'Taio Cruz',11 November 2011 ,1.52
b'Young Love / A Million To One',b'Donny Osmond',1973,1.68
b'Se\xc3\xb1orita',b'Shawn Mendes',21 June 2019 ,2.13
,,,
"b""It's My Life""",b'Bon Jovi',23 May 2000 ,2.07
"b'Dingue, dingue, dingue'",b'Christophe Ma\xc3\xa9',7 December 2009 ,1.35
b'Big Bang Theory Theme',b'Barenaked Ladies',11 October 2010 ,1.94
"b""Feelin' Myself""",b'will.i.am',12 January 2014 ,1.93
b'Into the Night',b'Santana',2007,1.83
b'Girls Fall Like Dominoes',b'Nicki Minaj',11 March 2011 ,1.97
b'We Are Young',b'fun.',20 September 2011 ,2.14
,,,
"b""Let's Party / Auld Lang Syne""",b'Jive Bunny and The Mastermixers',December 1989 ,1.56
"b""What's Going On""",b'Artists Against AIDS Worldwide',30 October 2001 ,1.84
b'All Day',b'Cody Simpson',17 March 2011 ,1.50
b'Gold Slugs',b'DJ Khaled',13 October 2015 ,1.47
b'Love Drunk',b'Boys Like Girls',29 June 2009 ,1.80
,,,
,,,
b'Sugar (Remix)',b'Maroon 5',10 March 2015 ,2.10
"b""The Streak / You've Got the Music Inside""",b'Ray Stevens',February 1974 ,1.96
b'Spaceship',b'Puddle of Mudd',October 2009 ,1.51
b'Wind Beneath My Wings / Oh Industry',b'Bette Midler',1 June 1989 ,2.07
b'Nevermore',b'Morbid Angel',16 May 2011 ,1.94
b'Gasolina',b'Daddy Yankee',13 July 2004 ,2.06
b'The Tide Is High (Get the Feeling)',b'Atomic Kitten',August 2002 ,2.04
,,,
b'The Aural Sculpture Manifesto',b'The Stranglers',January 1982 ,1.20
b'Pimp Juice',b'Nelly',2003,1.83
b'Scars',b'Papa Roach',2005,2.02
b'The 1975',b'The 1975',24 July 2019 ,2.03
b'Where Are You Now? / Only for the Night',b'Synch',1 March 1986 ,1.49
"b""That's How I Beat Shaq""",b'Aaron Carter',2001,1.92
b'Birdie Song (Birdie Dance) / Mellow Terrain',b'The Tweets',September 1981 ,1.73
,,,
b'One',b'Mary J. Blige',2006,1.97
b'All by Myself',b'C\xc3\xa9line Dion',December 1996 ,1.99
b'Get It Started',b'Pitbull',25 May 2012 ,1.65
"b'Flashlight (From ""Pitch Perfect 2"")'",b'Jessie J',13 April 2015 ,1.78
b'hot girl bummer',b'Blackbear',23 August 2019 ,1.98
b'Jupiter',b'Your Favorite Martian',25 April 2012 ,1.42
b'Le chemin',b'Kyo',19 November 2002 ,1.20
,,,
b'La canzone del capitano',b'DJ Francesco',2003,1.04
b'Story of My Life',b'One Direction',25 October 2013 ,2.11
b'Qui\xc3\xa9n te quiere como yo',b'Carlos Baute',2010,1.11
b'Zombie',b'Vic Mensa',10 May 2019 ,0.96
b'Me gusta',b'Shakira',13 January 2020 ,1.92
b'Problem',b'Unicorns Killed My Girlfriend',22 April 2016 ,1.71
b'Thunder / Young Dumb & Broke (Medley)',b'Imagine Dragons',20 December 2017 ,1.74
,,,
b'Cowboy',b'Kid Rock',4 October 1999 ,2.06
b'Take Over the World',b'Your Favorite Martian',28 March 2012 ,1.65
b'La La La',b'LMFAO',2009,1.77
b'Clothes Off',b'Gym Class Heroes',27 July 2007 ,1.87
b'Find Me (Intro)',b'XXXTentacion',26 June 2017 ,1.81
b'Get On Your Boots',b'U2',16 February 2009 ,2.09
b'Mik\xc3\xa4 kes\xc3\xa4?',b'Valvomo',June 2006 ,1.26
,,,
b'Somebody to Love',b'Troye Sivan',2 November 2018 ,1.64
b'Cowboy',b'Chipz',2003,1.72
"b""Je l'aime \xc3\xa0 mourir""",b'Shakira',29 November 2011 ,1.73
b'Lifestyles of the Rich and Famous',b'Good Charlotte',2003,2.07
b'With Love Baby',b'Witloof Bay',2011,1.52
,,,
,,,
b'I Know You See It',b'Yung Joc',2006,1.65
"b""Live Like We're Dying""",b'Kris Allen',2009,1.81
"b""Don't Let Me Be the Last to Know""",b'Britney Spears',26 March 2001 ,2.04
"b""Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini / Don't Dilly Dally, Sally""",b'Brian Hyland',June 1960 ,2.07
b'Betrayed',b'Lil Xan',19 June 2017 ,2.13
"b""Girl I'm Gonna Miss You / Can't You Feel My Love""",b'Milli Vanilli',July 1989 ,2.04
b'I Wanna Be Bad',b'Willa Ford',22 May 2001 ,1.89
,,,
b'Ahimsa',b'U2',22 November 2019 ,1.90
b'Dip',b'Tyga',29 October 2018 ,1.84
b'Pump It Up',b'Danzel',2004,1.79
b'Sweetz',b'Zomby',29 July 2016 ,2.18
b'Solo',b'\xec\xa0\x9c\xeb\x8b\x88 [Jennie]',12 November 2018 ,2.01
b'If I Were a Boy',b'Beyonc\xc3\xa9',10 November 2008 ,2.15
"b""L'agitateur""",b'Jean-Pascal',18 March 2002 ,0.51
,,,
b'La Zoubida',"b""Lagaf'""",1991,1.21
b'She Looks Like Sex (Remix)',b'Your Favorite Martian',18 January 2012 ,1.35
b'My Baby',"b""Lil' Romeo""",1 May 2001 ,1.73
b'So What',b'Pink',18 August 2008 ,2.08
b'Link',b'IcyNarco',15 June 2018 ,1.56
b'Quero ser tua',b'Suzy',28 March 2014 ,1.58
b'Whachu Know',b'Bhad Bhabie',22 September 2017 ,1.85
,,,
b'Was It Worth It?',b'Children of Bodom',13 January 2011 ,1.99
b'Shut Up',b'Kelly Osbourne',2002,1.66
"b""I Don't Want to Miss a Thing""",b'Aerosmith',31 August 1998 ,2.14
b'Crazy for You',b'David Hasselhoff',1990,1.27
b'Try Everything',b'Shakira',8 January 2016 ,2.05
b'Living Is Dying',b'Threatin',16 June 2017 ,1.41
b'Dinero',b'Jennifer Lopez',17 May 2018 ,1.85
,,,
b'Here With Me',b'Marshmello',8 March 2019 ,2.10
b'La gozadera',b'Gente de Zona',30 April 2015 ,1.62
b'Krazy',b'Pitbull',30 September 2008 ,1.47
b'Iced Out Dick',b'Lil Phag',26 April 2018 ,1.58
b'Feliz Navidad',b'Michael Bubl\xc3\xa9',24 October 2011 ,1.26
b'This Is How We Do',b'Katy Perry',28 July 2014 ,2.14
b'Hooked on You',b'Devin Fox',29 April 2011 ,1.24
,,,
b'Mr. Know It All',b'Kelly Clarkson',5 September 2011 ,2.09
b'Kiss Kiss',b'Chris Brown',10 September 2007 ,2.05
b'Insania',b'Peter Andre',26 April 2004 ,1.35
b'Sugar',b'Flo Rida',17 March 2009 ,2.07
b'Where Were You (When the World Stopped Turning) / Drive',b'Alan Jackson',26 November 2001 ,1.84
,,,
,,,
b'Black Widow',b'Iggy Azalea',7 July 2014 ,2.13
b'Keep Up',b'KSI',13 November 2015 ,1.46
b'Thank You Very Much',b'Margaret',21 February 2013 ,1.74
b'Follow Me Down',b'3OH!3',2010,1.40
b'Moustache',b'Twin Twin',27 January 2014 ,1.94
"b""It's a Beautiful Day""",b'Michael Bubl\xc3\xa9',25 February 2013 ,2.00
b'Bon app\xc3\xa9tit',b'Katy Perry',28 April 2017 ,2.15
,,,
b'Dynamite',b'Taio Cruz',23 August 2010 ,2.11
b'West End Girls',b'East 17',June 1993 ,1.82
b'Live or Die',b'Noah Cyrus',20 August 2018 ,1.75
b'Nada que perder',b'Pignoise',2006,0.74
"b""I'm Not Racist""",b'Joyner Lucas',28 November 2017 ,2.09
b'Get Up',b'Korn',14 April 2011 ,2.07
b'Jumping (Out the Window)',b'Ron Browz',2 March 2009 ,1.28
,,,
b'Addicted',b'Enrique Iglesias',2003,1.79
b'Eres tonto',b'El Canto del Loco',2008,1.20
b'She Makes Me Wanna',b'JLS',25 July 2011 ,1.72
"b""Kajun Klu Klux Klan / Lookin' for a Handout""",b'Johnny Rebel',1966,1.48
b'Mi Mi Mi',b'Serebro',14 June 2013 ,1.84
b'Bawitdaba',b'Kid Rock',July 1999 ,2.05
b'H\xc3\xa4iss\xc3\xa4',b'JVG',2011,1.20
,,,
b'Rebelde',b'RBD',September 2004 ,1.12
"b""Ron O'Neal""",b'Wu-Tang Clan',7 August 2014 ,1.86
"b""Alcohaulin' Ass""",b'Hellyeah',2007,1.71
b'Louboutins',b'Jennifer Lopez',8 December 2009 ,1.84
b'Who Says',b'Selena Gomez & The Scene',14 March 2011 ,2.11
b'Ice Ice Baby',b'Vanilla Ice',September 1990 ,2.16
b'Zidane y va marquer',b'Cauet',10 July 2006 ,1.21
,,,
b'Na Na',b'Trey Songz',21 January 2014 ,1.91
b'Truly Madly Deeply',b'Cascada',11 December 2006 ,1.96
"b""Stronger (What Doesn't Kill You)""",b'Kelly Clarkson',3 February 2012 ,2.19
"b'Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini / Clap Yo Hands, Stomp Yo Feet'",b'Bombalurina',July 1990 ,1.81
b'Icy Colors Change',b'Azealia Banks',20 December 2018 ,2.07
b'Country Rap / One Too Many Times',b'The Bellamy Brothers',1986,1.21
b'Goodbye My Lover',b'James Blunt',20 December 2005 ,2.05
,,,
b'Heartbeat Song',b'Kelly Clarkson',12 January 2015 ,2.08
b'The Way I Are (Dance With Somebody)',b'Bebe Rexha',12 May 2017 ,1.78
"b""It's Raining Men""",b'Geri Halliwell',30 April 2001 ,2.06
b'Top Off',b'DJ Khaled',2 March 2018 ,1.91
b'Crossroads',"b""Blazin' Squad""",19 August 2002 ,1.79
,,,
,,,
b'Have You Ever Really Loved a Woman?',b'Bryan Adams',1995,2.13
b'Ladies Love Country Boys',b'Trace Adkins',2006,1.55
"b'Well, Well, Well'",b'Duffy',19 November 2010 ,2.11
b'Bang!',b'AJR',12 February 2020 ,1.68
b'Chillin',b'Wale',14 April 2009 ,2.03
b'My House',b'Flo Rida',13 October 2015 ,2.12
b'When I Look at You',b'Miley Cyrus',2009,1.89
,,,
"b""Just Can't Get Enough""",b'Black Eyed Peas',18 February 2011 ,2.13
b'La noche es para m\xc3\xad',b'Soraya',12 January 2009 ,1.76
b'Love is Madness',b'Thirty Seconds to Mars',22 February 2019 ,1.53
b'Pain',b'Three Days Grace',27 February 2007 ,2.07
"b""Custer's Last Man / Shimmy Gully""",b'Popcorn and The Mohawks',August 1960 ,1.65
b'Ho Hey',b'The Lumineers',4 June 2012 ,2.14
b'Gimme Brain',b'Travis Barker',13 December 2019 ,1.49
,,,
b'Make It Hot',b'Major Lazer',19 June 2019 ,1.86
b'Week End',b'Lorie',15 December 2003 ,1.54
b'Person of Interest',b'Rebecca Black',15 November 2011 ,2.03
b'Can We Fix It?',b'Bob the Builder',4 December 2000 ,2.03
b'Flava',b'Peter Andre',2 September 1996 ,1.71
b'Impossible',b'James Arthur',10 December 2012 ,2.04
b'Deuces',b'Chris Brown',25 June 2010 ,1.98
,,,
b'Tre parole',b'Valeria Rossi',2001,1.69
b'Anywhere for You',b'Backstreet Boys',March 1997 ,1.82
b'2 Legit 2 Quit',b'Hammer',1 January 1991 ,2.07
b'SoulMate',b'Justin Timberlake',3 July 2018 ,2.02
b'Rocketeer',b'Far East Movement',2010,2.06
b'Beyond the Pale',b'Machine Head',17 November 2017 ,1.87
b'Honest',b'The Chainsmokers',11 July 2017 ,1.76
,,,
"b""Long Tall Sally / Just as Long as I'm With You""",b'Pat Boone',March 1956 ,1.58
b'Calling on Me',b'Sean Paul',7 February 2020 ,1.74
"b""All I Need / Tell Him (That You Won't Go)""",b'Jack Wagner',1984,1.95
b'Dirt Road Anthem',b'Jason Aldean',18 April 2011 ,1.88
b'Rap God',b'Eminem',14 October 2013 ,2.17
b'Live It Up',b'Tulisa',10 September 2012 ,1.40
"b""It's a Bad Dream""",b'93PUNX',16 August 2019 ,1.49
,,,
b'Tseries Diss Track',b'PewDiePie',5 October 2018 ,2.02
b'Industry Snakes',b'Unkle Adams',3 August 2018 ,1.44
"b""Y'all Want a Single""",b'Korn',March 2004 ,2.06
b'Missing You Now',b'Michael Bolton',1992,1.62
b'Break Up in a Small Town',b'Sam Hunt',21 September 2015 ,1.84
,,,
,,,
"b""That's My Goal""",b'Shayne Ward',21 December 2005 ,1.74
b'Grandma Got Run Over by a Reindeer / Christmas',b'Elmo & Patsy',1980,1.98
b'The Monster',b'Eminem',28 October 2013 ,2.18
b'Superstar',b'Madonna',3 December 2012 ,1.96
"b""Ella elle l'a""",b'Kate Ryan',9 May 2008 ,1.98
b'Ladies Night',b'Atomic Kitten',December 2003 ,1.80
b'Hula Hoop',b'Omi',28 August 2015 ,1.79
,,,
"b""Avant qu'elle parte""","b""Sexion d'assaut""",18 January 2012 ,1.38
b'medicine',b'Bring Me the Horizon',3 January 2019 ,2.05
b'El perd\xc3\xb3n',b'Nicky Jam',6 February 2015 ,2.00
b'Beep',b'The Pussycat Dolls',27 February 2006 ,2.03
b'Angels',b'Jessica Simpson',18 October 2004 ,1.75
b'Bang Bang',b'Jessie J',29 July 2014 ,2.20
b'Pokonamy fale',b'Various Artists',2005,0.82
,,,
b'Just Wanna',b'Iggy Azalea',28 June 2019 ,1.77
b'Cupid Shuffle',b'Cupid',13 February 2007 ,1.88
"b'Bump, Bump, Bump'",b'B2K',2003,2.10
b'Above',b'A$AP Rocky',24 January 2018 ,1.88
b'Toxic',b'Crazy Town',2000,1.72
"b""Saturday Night's Alright for Fighting""",b'Nickelback',2003,1.77
b'One More Day / Stuff',b'Diamond Rio',2000,1.59
,,,
"b""Your Mama Don't Dance / Tearin' Down the Walls / Love on the Rocks""",b'Poison',1 February 1989 ,2.03
b'Too Drunk...',b'Buckcherry',2008,1.62
b'So Good',b'Zara Larsson',27 January 2017 ,1.94
b'Hate Me',b'Ellie Goulding',26 June 2019 ,2.14
b'Bleu blanc rouge',b'Fran\xc3\xa7ois le Fran\xc3\xa7ais feat. Doudou',10 May 2010 ,1.18
b'Uncle John From Jamaica',b'Vengaboys',2000,1.91
"b""I Won't Give Up""",b'Jason Mraz',3 January 2012 ,2.06
,,,
b'No Broken Hearts',b'Bebe Rexha',16 March 2016 ,1.96
b'Win',b'Jay Rock',16 May 2018 ,2.05
b'Midnight Memories',b'One Direction',19 April 2014 ,1.78
b'My Prerogative',b'Britney Spears',20 October 2004 ,2.15
b'Harlem Shake',b'Baauer',17 May 2012 ,2.16
"b""Santa's Going to Kokomo""",b'Mike Love',5 December 2006 ,1.22
b'Reach Out',b'Hilary Duff',October 2007 ,1.98
,,,
b'Dance Again',b'Jennifer Lopez',2 April 2012 ,2.09
b'Cooler Than Me',b'Mike Posner',2010,2.16
b'Le temps qui court',b'Alliage',1997,1.22
b'In the Name of Love',b'Martin Garrix',29 July 2016 ,2.12
b'Girlfriend',b'Avril Lavigne',February 2007 ,2.16
,,,
,,,
b'One Day',b'Logic',27 July 2018 ,1.99
"b""I'm Still Here""",b'Modest Mouse',19 April 2019 ,2.10
b'Hero',b'Chad Kroeger',27 May 2002 ,2.14
b'El ni\xc3\xb1o m\xc3\xa1s bonito',b'MINI DADDY (ADRIANSITO)',2009,1.67
b'Mon pays',b'Faudel',November 2006 ,0.99
b'This Is the Night',b'Kurt Calleja',2012,1.55
b'Tamagotchi',b'Taconafide',22 March 2018 ,1.88
,,,
b'90s Kids',b'Shamir',13 September 2017 ,1.82
b'Lolli Lolli (Pop That Body)',b'Three 6 Mafia',2008,1.96
b'Time Is Precious',b'Unkle Adams',25 January 2018 ,1.24
b'Anyone',b'Demi Lovato',26 January 2020 ,2.07
b'Enamorado',b'Enrique Iglesias',1997,1.07
b'I Feel You',b'Peter Andre',22 November 1996 ,1.35
b'Hey Porsche',b'Nelly',January 2013 ,1.90
,,,
b'Atrapados en la red',b'Tam Tam Go!',August 1999 ,1.51
b'Song Machine: Machine Bitez #4',b'Gorillaz',24 February 2020 ,1.86
b'Oh Africa',b'Akon',31 January 2010 ,1.60
b'Wipe Your Eyes',b'Maroon 5',5 August 2012 ,1.74
"b""Rollin'""",b'Limp Bizkit',10 October 2000 ,2.11
b'All I Have to Give',b'Backstreet Boys',13 January 1998 ,2.05
b'Can We Pretend',b'Pink',11 April 2019 ,1.89
,,,
b'Perfect',b'One Direction',16 October 2015 ,2.12
b'This Gift',b'98\xc2\xba',1999,1.36
"b'Sit Still, Look Pretty'",b'Daya',29 March 2016 ,2.05
b'Signs',b'Drake',23 June 2017 ,2.16
b'I Got It',b'Bhad Bhabie',30 November 2017 ,1.95
b'Shalala Lala',b'Vengaboys',2000,1.94
b'Part of Me',b'Katy Perry',21 February 2012 ,2.17
,,,
b'Fat Hungry Bitch',b'Bart Baker',24 February 2012 ,0.60
b'Crazy Bitch (The Butcher Mix)',b'wifisfuneral',10 January 2020 ,1.26
b'Arab Money',b'Busta Rhymes',14 October 2008 ,1.95
b'Comme des connards',b'Les Conards',2003,0.84
b'Keanu Reeves',b'Logic',18 January 2019 ,2.16
b'Nothing but Trouble (Instagram Models)',b'Lil Wayne',30 June 2015 ,1.57
b'New Thang',b'Redfoo',6 August 2014 ,1.37
,,,
b'I Hate Boys',b'Christina Aguilera',3 September 2010 ,1.84
b'Little Failure',b'Moby and The Void Pacific Choir',20 October 2016 ,1.48
b'Ant Rap / Friends',b'Adam and the Ants',30 November 1981 ,2.11
"b""Best Friend's Ass""",b'Dimitri Vegas & Like Mike',10 May 2019 ,1.65
b'Lark on My Go-Kart',b'Asher Roth',24 March 2009 ,1.72
,,,
,,,
b'Eternal Flame',b'Atomic Kitten',July 2001 ,2.03
b'Molly',b'Tyga',15 March 2013 ,1.67
b'Fine China',b'Future',15 October 2018 ,2.08
b'My Homies Still',b'Lil Wayne',5 June 2012 ,1.92
b'Proper Education',b'Eric Prydz',1 January 2007 ,2.05
b'The Only Thing That Looks Good on Me Is You / Hey Elvis',b'Bryan Adams',7 May 1996 ,2.13
b'D\xc3\xa9sol\xc3\xa9',"b""Sexion d'assaut""",12 April 2010 ,1.39
,,,
b'Jump Around',b'KSI',16 September 2016 ,1.10
"b""Ma! He's Making Eyes at Me / Rock-A-Bye Your Baby With A Dixie Melody""",b'Lena Zavaroni',1974,1.34
b'Break Your Heart',b'Taio Cruz',14 September 2009 ,2.15
b'My Generation',b'Limp Bizkit',31 October 2000 ,2.04
b'Rake It Up',b'Yo Gotti',23 June 2017 ,2.04
b'Hey Mama',b'The Black Eyed Peas',March 2004 ,2.14
b'Be Alright',b'Dean Lewis',29 June 2018 ,2.03
,,,
b'Let Me Love You (Until You Learn to Love Yourself)',b'Ne-Yo',31 July 2012 ,2.11
b'...Ready for It?',b'Taylor Swift',3 September 2017 ,2.20
b'Ladies and Gentlemen',b'Saliva',7 November 2006 ,1.84
b'Durch den Monsun',b'Tokio Hotel',15 August 2005 ,1.80
b'When the Going Gets Tough',b'Boyzone',1 March 1999 ,1.84
b'Sicko Mode (Skrillex Remix)',b'Travis Scott',28 November 2018 ,2.17
b'Survival',b'Muse',27 June 2012 ,2.13
,,,
b'Jenny From the Block',b'Jennifer Lopez',November 2002 ,2.16
b'Know Your Enemy',b'Green Day',16 April 2009 ,2.20
b'Riccione',b'Thegiornalisti',21 June 2017 ,1.58
"b""Five Nights at Freddy's""",b'The Living Tombstone',19 September 2014 ,1.83
b'Favorite Color is Blue',b'Robert DeLong',23 February 2018 ,1.19
b'I Knew I Loved You',b'Savage Garden',September 1999 ,2.11
b'Sex Ed Rocks',b'Smosh',26 November 2008 ,1.88
,,,
b'I Adore Mi Amor / International Mix',b'Color Me Badd',1991,2.02
"b""Boom, Boom (Let's Go Back to My Room) / Instrumental Room""",b'Paul Lekakis',1987,2.10
b'Stay With Me',b'Sam Smith',18 May 2014 ,2.19
b'The Underdog',b'Unkle Adams',18 May 2018 ,1.27
b'Who You Are',b'Jessie J',25 February 2011 ,1.97
b'Video Phone',b'Beyonc\xc3\xa9',22 September 2009 ,2.14
b'Anywhere in the World',b'Mark Ronson',May 2012 ,1.33
,,,
b'The Long and Winding Road / Suspicious Minds',b'Will Young',September 2002 ,1.55
b'A por ti',b'Tamara',2000,1.35
b'Tati',b'6ix9ine',27 May 2018 ,2.10
b'Songbird / Midnight Motion',b'Kenny G',4 April 1987 ,2.11
b'Say Goodbye',b'Chris Brown',8 August 2006 ,1.94
,,,
,,,
b'Please Come Home for Christmas',b'Bon Jovi',December 1994 ,1.94
b'Team',b'Iggy Azalea',18 March 2016 ,2.11
b'Same Love',b'Macklemore & Ryan Lewis',24 July 2012 ,2.15
b'Hallelujah',b'Pentatonix',6 January 2017 ,1.67
b'Dial 911',b'50 Cent',24 March 2011 ,1.02
b'Heaven',b'D mol',29 March 2019 ,1.63
b'Never Never',b'Korn',12 August 2013 ,2.04
,,,
b'Pop Style',b'Drake',5 April 2016 ,2.21
b'Slide',b'French Montana',18 April 2019 ,1.91
b'The Middle',b'Zedd',23 January 2018 ,2.16
b'Take on Me',b'A1',14 August 2000 ,1.78
b'I Like How It Feels',b'Enrique Iglesias',4 October 2011 ,1.70
b'Three Minutes to Earth',b'The Shin',2014,1.73
b'Rivals',b'Usher',2 September 2016 ,1.90
,,,
b'Canceled: Invitation',b'Nick Cannon',19 December 2019 ,0.78
b'Wish You Were Here',b'Avenged Sevenfold',6 October 2017 ,1.94
"b""I'm Different""",b'2 Chainz',2012,2.13
b'Lotta That',b'G-Eazy',10 June 2014 ,1.02
b'Riot',b'Three Days Grace',November 2007 ,2.04
b'Drowning',b'Backstreet Boys',2001,2.00
b'Shape of My Heart',b'Backstreet Boys',24 October 2000 ,2.11
,,,
b'Coraz\xc3\xb3n',b'Maluma X Nego do Borel',3 November 2017 ,1.77
b'Looking for a Star (Cant Get You Out My Head)',b'XXXTentacion',12 May 2017 ,2.10
b'Coraz\xc3\xb3n part\xc3\xado',b'Alejandro Sanz',1998,2.01
"b""Run Joey Run / Honey Don't Blow It""",b'David Geddes',August 1975 ,1.76
b'Acredite nos seus sonhos',b'Luccas Neto',7 July 2017 ,0.93
b'Est-ce que tu viens pour les vacances? / On ira',b'David & Jonathan',March 1988 ,1.15
b'Fireball',b'Willow',6 October 2011 ,1.58
,,,
b'Sober Up',b'AJR',September 2017 ,1.87
b'Only',b'Nicki Minaj',28 October 2014 ,2.19
b'Me Love',b'Sean Kingston',31 July 2007 ,1.97
b'Piggy Bank / So Amazing',b'50 Cent',23 April 2005 ,1.93
b'Say Something',b'A Great Big World',4 December 2013 ,2.16
b'Animal Ambition',b'50 Cent',29 May 2014 ,1.56
b'I Wanna Sex You Up',b'Color Me Badd',2 March 1991 ,2.16
,,,
b'Los Micr\xc3\xb3fonos',b'Tata Golosa',2007,1.18
b'Znak pokoju',b'Virgin',2005,1.17
b'American Oxygen',b'Rihanna',14 April 2015 ,2.20
b'The Elephant Song / A Daisy a Day',b'Kamahl',September 1975 ,1.75
b'ATM Jam',b'Azealia Banks',29 September 2013 ,2.12
,,,
,,,
b'Chasing the Sun',b'The Wanted',12 April 2012 ,2.01
b'Birthday Sex',b'Jeremih',2009,2.11
b'The One',b'The Chainsmokers',27 March 2017 ,1.87
b'Fous ta cagoule',b'Fatal Bazooka',13 November 2006 ,1.68
b'Photograph',b'Ed Sheeran',20 June 2014 ,2.21
"b""Final Episode (Let's Change the Channel) (Borgore Remix)""",b'Asking Alexandria',19 April 2010 ,1.44
b'Know Me',b'Nav',2 November 2018 ,1.52
,,,
b'Natural',b'Imagine Dragons',17 July 2018 ,2.16
"b""Don't Phunk With My Heart""",b'The Black Eyed Peas',16 May 2005 ,2.18
b'Nookie',b'Limp Bizkit',15 June 1999 ,2.14
"b""Superman (It's Not Easy)""",b'Five for Fighting',2002,2.05
b'Have a Nice Day',b'Bon Jovi',26 July 2005 ,2.08
b'Fool Again',b'Westlife',2000,1.86
b'Zen',b'Anitta',4 November 2013 ,1.55
,,,
b'The Stonk / The Smile Song',b'Various Artists',1991,1.44
"b""Get Down (You're the One for Me)""",b'Backstreet Boys',May 1996 ,2.09
b'Hey Everybody!',b'5 Seconds of Summer',9 October 2015 ,1.46
b'Finally Found You',b'Enrique Iglesias',25 September 2012 ,1.88
"b""I'm Already There""",b'Lonestar',2001,1.75
b'The Truth',b'In Flames',26 August 2016 ,2.08
b'I Wanna Have Your Babies',b'Natasha Bedingfield',16 April 2007 ,1.99
,,,
b'Go Away Little Girl / The Wild Rover (Time to Ride)',b'Donny Osmond',August 1971 ,1.92
"b""Who's Laughing Now""",b'Jessie J',28 August 2011 ,1.92
b'Yikes',b'Nicki Minaj',7 February 2020 ,2.18
b'Everybody in Love',b'JLS',2 November 2009 ,1.90
b'Butterflies',b'Alana Lee',1 February 2011 ,1.84
"b""We Can't Stop""",b'Miley Cyrus',3 June 2013 ,2.23
"b""Ready, Set, Don't Go""",b'Billy Ray Cyrus',11 August 2007 ,1.45
,,,
b'Chacarron',b'El Chombo',11 December 2006 ,2.17
b'Before Your Love / A Moment Like This',b'Kelly Clarkson',17 September 2002 ,2.09
b'Bodies',b'Drowning Pool',14 May 2001 ,2.20
b'Drop',b'G-Eazy',20 June 2018 ,1.45
"b""Halle Berry (She's Fine)""",b'Hurricane Chris',3 March 2009 ,1.28
b'We\xc5\xba nie pytaj',b'Pawe\xc5\x82 Domaga\xc5\x82a',16 June 2018 ,1.53
b'Somebody',b'Natalie La Rose',6 January 2015 ,2.13
,,,
b'Put Your Hands In The Air!',b'Danzel',2005,1.10
b'I Feel Alive',b'IMRI',10 March 2017 ,1.90
b'Save Your Love / If Love Is Not the Reason',b'Ren\xc3\xa9e & Renato',October 1982 ,2.09
b'Strip',b'Chris Brown',18 November 2011 ,1.65
b'Intentions',b'Justin Bieber',7 February 2020 ,2.16
,,,
