track,artist,date,rating 
"b""Soon We'll Be Found""",b'Sia',13 October 2008 ,3.79
b'Felicit\xc3\xa0 / Game and Performance',b'Deux',1983,3.69
b'Warm Moving Bodies / I-Night',b'The Units',3 March 1980 ,3.76
,,,
b'\xc3\x9cberlin',b'R.E.M.',24 January 2011 ,3.67
"b""I'm So Young / Everyday of the Week""",b'The Students',July 1958 ,3.69
b'Matthew and Son / Granny',b'Cat Stevens',December 1966 ,3.74
b'Carrion Flowers',b'Chelsea Wolfe',2 June 2015 ,3.72
b'Send It On',"b""D'Angelo""",23 August 2000 ,3.74
b'Who Can Say / You Could Never Tell',b'The Horrors',11 May 2009 ,3.68
b'Love Is Lost (Hello Steve Reich Mix by James Murphy for the DFA)',b'David Bowie',28 October 2013 ,3.68
,,,
b'The Fan and the Bellows',b'The Chameleons',1986,3.87
b'Never Stop / Heads Will Roll',b'Echo & The Bunnymen',8 July 1983 ,3.67
b'Safronia B / Angel City Blues',b'Calvin Boze and His All-Stars',April 1950 ,3.88
b'Other People',b'Beach House',2012,3.69
b'Cocaine / Hey Baby',b'J.J. Cale',1977,3.69
b'Mercenaries (Ready for War) / Rosegarden Funeral of Sores',b'John Cale',January 1980 ,3.88
b'Lie in the Sound',b'Trespassers William',16 February 2004 ,4.10
,,,
b'A Strange Kind of Love',b'Peter Murphy',1990,3.79
b'From Despair to Where',b'Manic Street Preachers',7 June 1993 ,3.69
"b""Time Bomb / The Wars End / Blast 'Em""",b'Rancid',1995,3.61
b'La Tristesse Durera (Scream to a Sigh)',b'Manic Street Preachers',26 July 1993 ,3.68
"b""Pennsylvania Six-Five Thousand / Rug Cutter's Swing""",b'Glenn Miller and His Orch.',June 1940 ,3.71
b'Fredereek Hernando / Double Sight',b'One in a Million',16 December 1967 ,3.91
b'Temptation',b'Joey Bada$$',13 June 2017 ,3.75
,,,
b'Everybody Wants to Love You',b'Japanese Breakfast',15 February 2016 ,3.68
b'Lose Your Smile / Alien [slime green vinyl]',b'Beach House',25 September 2018 ,3.70
b'Love Letter',b'Nick Cave & The Bad Seeds',26 August 2002 ,3.74
"b'Oxygene ""2""'",b'Jean Michel Jarre',1977,3.75
b'Fa-Fa-Fa-Fa-Fa (Sad Song) / Good to Me',b'Otis Redding',7 September 1966 ,3.70
,,,
,,,
b'Listen to the Music / Toulouse Street',b'The Doobie Brothers',2 September 1972 ,3.63
b'Any Day Now (My Wild Beautiful Bird) / The Prophet',b'Chuck Jackson',May 1962 ,3.73
b'Voor ik vergeet',b'Spinvis',1 July 2002 ,3.96
b'Junior Kickstart',b'The Go! Team',26 May 2003 ,3.77
b'Omaha / Someday',b'Moby Grape',June 1967 ,3.76
b'Resurrection',b'Common Sense',1995,3.69
"b""At the Hop / Sometimes (When I'm All Alone)""",b'Danny & The Juniors',November 1957 ,3.62
,,,
b'Deadlier Than the Male / Archangel',b'The Walker Brothers',November 1966 ,3.78
b'Wicked World / Iron Man',b'Black Sabbath',1970,3.64
b'Chattanooga Choo Choo / I Know Why',b'Glenn Miller and His Orchestra',25 July 1941 ,3.72
b'Girls Talk / Bad Is Bad',b'Dave Edmunds',June 1979 ,3.70
"b""1-2-5 / Eight O'Clock in the Morning""",b'The Haunted',May 1966 ,3.79
b'You Got My Soul',b'Domina',1984,3.67
b'More Than a Feeling / Long Time',b'Boston',1981,3.98
,,,
b'Thousand Knives / Plastic Bamboo',b'Ryuichi Sakamoto',22 April 2017 ,3.89
"b""I Don't Believe You / When I'm Not Looking, You're Not There""",b'The Magnetic Fields',August 1998 ,3.71
b'Shame',b'PJ Harvey',20 September 2004 ,3.74
b'Buddy / Ghetto Thang',b'De La Soul',1989,3.71
b'The Modern Dance / Heaven',b'Pere Ubu',25 August 1977 ,3.65
b'A Private Understanding',b'Protomartyr',10 July 2017 ,3.65
"b""Diddy Wah Diddy / Who Do You Think You're Fooling?""",b'Captain Beefheart and His Magic Band',March 1966 ,3.75
,,,
b'For Your Precious Love / Sweet Was the Wine',b'Jerry Butler and The Impressions',April 1958 ,3.69
b'o',b'iamamiwhoami',11 April 2010 ,3.63
b'Breakfast / Breakfast Alone',b'The Associates',January 1985 ,3.74
b'Regret',b'St. Vincent',2014,3.72
"b'Breathless / There She Goes, My Beautiful World'",b'Nick Cave & The Bad Seeds',15 November 2004 ,3.67
"b""Ain't Wastin' Time No More / Melissa""",b'The Allman Brothers Band',April 1972 ,3.75
"b""When You Walk in the Room / I'll Be Missing You""",b'The Searchers',September 1964 ,3.70
,,,
"b'Sweet Robbery, Pt. 1'",b'DJ Paul',31 January 2020 ,3.72
b'Heart of Gold / Only Love Can Break Your Heart',b'Neil Young',1976,4.07
b'A Summer Song / No Tears for Johnny',b'Chad & Jeremy',July 1964 ,3.69
"b""Dancin' / Unhappiness""",b'Chris Isaak',1985,3.81
"b""Where Damage Isn't Already Done""",b'The Radio Dept.',16 August 2004 ,3.73
b'Time',b'Free Nationals',12 June 2019 ,3.72
b'Blue Moon of Kentucky / Goodbye Old Pal',b'Bill Monroe and His Blue Grass Boys',September 1947 ,3.72
,,,
b'Lenny Valentino',b'The Auteurs',15 November 1993 ,3.77
b'Annabel',b'Goldfrapp',21 October 2013 ,3.71
b'Bury Me Deep in Love / Baby Can I Walk You Home',b'The Triffids',1987,3.73
b'Cheek to Cheek / No Strings',b'Fred Astaire',August 1935 ,3.75
b'On Another Ocean (January / June)',b'Fleet Foxes',29 September 2017 ,3.79
,,,
,,,
"b'A banda / Amanh\xc3\xa3, ningu\xc3\xa9m sabe'",b'Chico Buarque',1966,3.89
b'Peace Train / Where Do the Children Play',b'Cat Stevens',September 1971 ,3.68
"b""I'll Be a Bachelor 'Til I Die / Honky Tonkin'""",b'Hank Williams With His Drifting Cowboys',April 1948 ,3.75
b'Strobe',b'Deadmau5',13 December 2009 ,3.67
b'Dance Me to the End of Love / Coming Back to You',b'Leonard Cohen',November 1984 ,3.71
"b""All Night Long / I've Got a Miniature Secret Camera / Fun Time (In Cabaret)""",b'Peter Murphy',February 1988 ,3.71
b'So Long / Hiding',b'Fischer-Z',March 1980 ,3.71
,,,
"b""Lord I Just Can't Keep From Crying / Keep Your Lamp Trimmed and Burning""",b'Blind Willie Johnson',June 1929 ,3.79
b'Say Hello 2 Heaven',b'Temple of the Dog',1991,3.66
b'Raw Cuts # 3 / Raw Cuts # 4',b'Motor City Drum Ensemble',1 October 2008 ,3.68
"b""I Can't Control Myself / Gonna Make You""",b'The Troggs',September 1966 ,3.72
b'Rosalyn / Big Boss Man',b'The Pretty Things',June 1964 ,3.73
b'Red Sector A',b'Rush',1984,3.76
b'Slippery People / Making Flippy Floppy',b'Talking Heads',1983,3.81
,,,
b'Bring the Pain / P.L.O. Style',b'Method Man',25 October 1994 ,3.71
b'Christmas Unicorn',b'Sufjan Stevens',2012,3.71
"b""David Watts / 'A' Bomb in Wardour Street""",b'The Jam',11 August 1978 ,3.64
b'Pain in My Heart / Something Is Worrying Me',b'Otis Redding',September 1963 ,3.71
"b""Mr. Spaceman / What's Happening?!?!""",b'The Byrds',6 September 1966 ,3.65
b'Interstate 5',b'The Wedding Present',2004,3.89
b'Abre la puerta / Jaleo por buler\xc3\xadas',b'Triana',1975,3.98
,,,
b'She Moves She',b'Four Tet',31 March 2003 ,3.75
b'Stars',b'Dubstar',12 June 1995 ,3.74
b'Drifting Blues / Groovy',"b""Johnny Moore's Three Blazers""",December 1945 ,3.78
b'He War',b'Cat Power',2003,3.70
b'Rolling Moon / Bite / Flame-thrower',b'The Chills',December 1982 ,3.80
b'We Got the Beat / Skidmarks on My Heart',"b""Go-Go's""",1981,3.96
b'A Kissed Out Red Floatboat',b'Cocteau Twins',1988,3.79
,,,
b'Amen / Hard to Handle',b'Otis Redding',July 1968 ,3.74
b'Swastika Eyes',b'Primal Scream',8 November 1999 ,3.67
b'Abu Ali',b'\xd8\xb2\xd9\x8a\xd8\xa7\xd8\xaf \xd8\xa7\xd9\x84\xd8\xb1\xd8\xad\xd8\xa8\xd8\xa7\xd9\x86\xd9\x8a [Ziad Rahbani]',1978,3.80
b'Lioness / Miss My Lion',b'Songs: Ohia',17 September 2001 ,3.84
b'Big City',b'Spacemen 3',1990,3.75
b'Paradise',b'Sade',May 1988 ,3.72
b'Dark Holler Blues / The Coo Coo Bird',b'Clarence Ashley',December 1929 ,3.78
,,,
"b""Searchin' / Young Blood""",b'The Coasters',March 1957 ,3.66
"b""I'm Ready / I Don't Know Why""",b'Muddy Waters',October 1954 ,3.78
b'Love Out of Lust',b'Lykke Li',2 December 2011 ,3.78
"b""The '59 Sound / Even Cowgirls Get the Blues""",b'The Gaslight Anthem',22 July 2008 ,3.68
b'Doused',b'DIIV',9 May 2012 ,3.65
,,,
,,,
b'Love T.K.O. / I Just Called to Say',b'Teddy Pendergrass',October 1980 ,3.74
"b""I Can't Believe You Actually Died""","b""The Microphones' Singers""",2001,3.69
b'Walking in the Rhythm',b'Fishmans',22 October 1997 ,3.75
b'Cars in Space',b'Rolling Blackouts C.F.',10 February 2020 ,3.75
"b""L'anamour / 69 ann\xc3\xa9e \xc3\xa9rotique""",b'Serge Gainsbourg',1969,3.78
"b""I'm a Man / Still I'm Sad """,b'Yardbirds',6 October 1965 ,3.72
b'Sex Dwarf / Entertain Me / Seedy Films',b'Soft Cell',1981,3.61
,,,
b'Reap the Wild Wind / Hosanna (In Excelsis Deo)',b'Ultravox',September 1982 ,3.70
b'The Captain of Her Heart / Your Prayer Takes Me Off Part II',b'Double',1985,3.65
b'Queen Majesty / Fighting for the Right',b'The Techniques',1967,3.65
b'Trophy / Howl',b'Bat for Lashes',30 October 2006 ,3.74
"b""I Believe / Something's Gone Wrong Again""",b'Buzzcocks',14 March 1980 ,3.76
b'D.O.A. / Dagger Moon',b'Dead Moon',1990,3.82
b'Paul',b'Girl Band',28 August 2015 ,3.80
,,,
"b""I Think We're Alone Now / Gone, Gone, Gone""",b'Tommy James & The Shondells',February 1967 ,3.66
b'Everything Connected',b'Jon Hopkins',25 April 2018 ,3.68
b'White Night / Barbican',b'The Lines',1978,3.85
"b""Steady Mobbin' / No Vaseline""",b'Ice Cube',1991,3.69
"b'She Flies on Strange Wings, Part 1 & 2'",b'Golden Earring',September 1971 ,3.83
"b""I'm Bored / African Man""",b'Iggy Pop',May 1979 ,3.78
b'Down Boy',b'Yeah Yeah Yeahs',2 July 2007 ,3.87
,,,
b'Re-Offender',b'Travis',29 September 2003 ,3.77
b'I Might Vote 4 Donald Trump',b'JPEGMAFIA',20 May 2016 ,3.71
"b'Fat Cats, Bigga Fish'",b'The Coup',1995,3.77
b'Crystal Japan / Alabama Song',b'David Bowie',February 1980 ,3.69
b'What the Fuck Right Now',"b'Tyler, the Creator'",3 March 2016 ,3.69
b'How to Forgive',b'Tennis',24 January 2020 ,3.70
b'No-One Driving / Glimmer',b'John Foxx',March 1980 ,3.67
,,,
b'In Praise of Bacchus',b'Type O Negative',1997,3.91
"b""Williams' Blood""",b'Grace Jones',8 December 2008 ,3.79
b'Behind the Wall of Sleep / White Castle Blues',b'The Smithereens',1986,3.69
"b""Isn't She Lovely / Master Blaster (Jammin')""",b'Stevie Wonder',1980,3.66
b'Stay With Me / I Got My Baby Back',b'Lorraine Ellison',October 1966 ,3.79
b'Fish Bowl',b'Kero Kero Bonito',8 September 2017 ,3.64
b'He Knows You Know / Charting the Single',b'Marillion',31 January 1983 ,3.69
,,,
b'Highly Inflammable / Warrior in Woolworths',b'X-Ray Spex',13 April 1979 ,3.78
"b""Talulah Gosh / Don't Go Away""",b'Talulah Gosh',June 1987 ,3.67
"b""Driving Away From Home (Jim's Tune) / Trains, Boats, Planes""","b""It's Immaterial""",1986,3.72
"b""Is This the Life / I'm Eating in Bed""",b'Cardiacs',1988,3.72
b'Stone Free / If 6 Was 9',b'Jimi Hendrix',December 1969 ,3.69
,,,
,,,
b'Saturday Love / Will You Satisfy',"b""Cherelle with Alexander O'Neal""",14 January 1986 ,3.65
b'Three of a Perfect Pair / Man With an Open Heart',b'King Crimson',1984,3.78
b'Know Your Onion!',b'The Shins',9 April 2002 ,3.66
b'If Loneliness Was Art / Girlfriend',"b""Allo Darlin'""",August 2010 ,3.68
b'Gathering Dust',b'Modern English',November 1980 ,3.76
b'Lady',b'Chromatics',2012,3.68
b'How You Satisfy Me',b'Spectrum',1991,3.79
,,,
b'Harmony Korine / The 78',b'Steven Wilson',23 February 2009 ,3.66
b'Computer Love',b'Zapp',4 December 1985 ,3.69
b'On Broadway / Let the Music Play',b'The Drifters',March 1963 ,3.65
b'Demons',b'Super Furry Animals',24 November 1997 ,3.68
b'Sorrow / Amsterdam',b'David Bowie',28 September 1973 ,3.67
b'Crossroads / Passing the Time',b'Cream',January 1969 ,3.63
b'So Sad',b'Vincent Gallo',2001,3.73
,,,
b'Slip Away / Funky Fever',b'Clarence Carter',May 1968 ,3.68
b'Next of Kin',b'Alvvays',21 July 2014 ,3.69
b'I Wished on the Moon / Miss Brown to You',b'Teddy Wilson and His Orchestra',August 1935 ,3.80
b'Tattva',b'Kula Shaker',24 June 1996 ,3.66
b'Lifeforms',b'The Future Sound of London',28 July 1994 ,3.65
b'Muchacha (ojos de papel) / Ana no duerme',b'Almendra',20 January 1970 ,3.79
b'Lined Up (Remix) / My Spine',b'Shriekback',February 1983 ,3.81
,,,
"b""Good Lovin' / Mustang Sally""",b'The Young Rascals',21 February 1966 ,3.71
b'Painkiller',b'Beach Bunny',13 July 2018 ,4.23
b'Anorak City',b'Another Sunny Day',1988,3.66
b'IV (Wasteland)',b'The Mission',January 1987 ,3.67
b'Too Young',b'Phoenix',29 March 2000 ,3.67
b'Bird Song / Trixi',b'Lene Lovich',19 September 1979 ,3.72
b'Profondo rosso / Death Dies',b'Goblin',July 1975 ,3.79
,,,
b'Killing Yourself to Live / Looking for Today / Who Are You',b'Black Sabbath',1974,3.64
b'Tyrone / On & On',b'Erykah Badu',1998,3.75
b'Wild Honey / Wind Chimes',b'The Beach Boys',23 October 1967 ,3.68
b'Life and How to Live It',b'R.E.M.',1985,3.73
b'Talent Is an Asset / Lost and Found',b'Sparks',October 1974 ,3.71
b'Worlock',b'Skinny Puppy',25 April 1990 ,3.64
b'Angel Baby / Give Me Love',b'Rosie and the Originals',January 1961 ,3.66
,,,
b'Our Lips Are Sealed',b'Fun Boy Three',29 April 1983 ,3.68
b'Safety Net / Almost Made It / Somewhere in China',b'Shop Assistants',1986,3.72
b'I Love This Life / The Second Act',b'The Blue Nile',1981,3.74
b'Common Burn',b'Mazzy Star',31 October 2011 ,3.63
b'Unforgettable / My First and My Last Love',"b'Nat ""King"" Cole'",October 1951 ,3.69
,,,
,,,
"b""Keep Tryin'""",b'\xe5\xae\x87\xe5\xa4\x9a\xe7\x94\xb0\xe3\x83\x92\xe3\x82\xab\xe3\x83\xab [Hikaru Utada]',22 February 2006 ,3.77
"b""Couldn't Get It Right / Fat Maybellene""",b'Climax Blues Band',1976,3.71
"b""Ain't Misbehavin' (I'm Savin' My Love for You) / Moppin' and Boppin'""","b'""Fats"" Waller and His Rhythm'",January 1947 ,3.89
b'Felicity / In a Nutshell',b'Orange Juice',January 1982 ,3.76
b'The 6th Sense / Dooinit',b'Common',2000,3.72
b'Burden in My Hand',b'Soundgarden',18 September 1996 ,3.63
b'Milk Cow Blues / Old Original Kokomo Blues',b'Kokomo Arnold',November 1934 ,3.79
,,,
"b""You Can't Catch Me / Havana Moon""",b'Chuck Berry',November 1956 ,3.67
b'Action Woman / Legal Matter',b'The Litter',January 1967 ,3.75
b'Pop Song',b'Perfume Genius',18 October 2019 ,3.73
b'The Silicone Veil',b'Susanne Sundf\xc3\xb8r',8 June 2012 ,3.80
"b'Right Place, Wrong Time / I Been Hoodood'",b'Dr. John',1973,3.65
b'Way Out of Here',b'Porcupine Tree',2007,3.76
b'Bouncing Off Clouds',b'Tori Amos',13 April 2007 ,3.74
,,,
b'Psychonaut / Celebrate (Second Seal)',b'Fields of the Nephilim',May 1989 ,3.67
b'Chance Meeting / Pictures (of Cindy)',b'Josef K',June 1981 ,3.83
b'Berserk: Forces',b'\xe5\xb9\xb3\xe6\xb2\xa2\xe9\x80\xb2 [Susumu Hirasawa]',1 November 1997 ,3.76
b'Sweet and Dandy / Oh - Yea',b'Toots & The Maytals',1969,3.80
"b""Someday We'll Be Together / He's My Sunny Boy""",b'Diana Ross and The Supremes',October 1969 ,3.68
b'The Hustle',b'Lambchop',9 August 2016 ,3.71
"b""Avalon Blues / Ain't No Tellin'""",b'Mississippi John Hurt',January 1930 ,3.75
,,,
"b""Never No Lament (Don't Get Around Much Anymore) / Cotton Tail""",b'Duke Ellington and His Famous Orchestra',May 1940 ,3.83
b'Groenlandia / La venganza de Cthulhu',b'Zombies',1980,3.71
b'Ti sento / I Feel You (Ti sento)',b'Matia Bazar',1986,3.64
b'More',b'The Sisters of Mercy',October 1990 ,3.68
b'Monkey Man / Day and Night',b'Toots & The Maytals',1969,3.76
b'Everlasting Love / I Wanna Be Your Main Squeeze',b'Carl Carlton',July 1974 ,3.66
b'Timeless Melody',"b""The La's""",September 1990 ,3.71
,,,
b'Postmortem / Criminally Insane / Agressive Perfecter',b'Slayer',1986,3.61
b'My Girl / Mr. Pitiful',b'Otis Redding',November 1965 ,3.71
b'Radio',b'The Avalanches',23 July 2001 ,3.67
b'Diamonds and Rust / Dissident Aggressor',b'Judas Priest',April 1977 ,3.70
"b""Bangkok / Can't Seem to Make You Mine""",b'Alex Chilton',1978,3.70
"b""Hermann \xe2\x99\xa5's Pauline""",b'Super Furry Animals',12 May 1997 ,3.68
b'Ordinary Superstar',b'Rina Sawayama',5 June 2018 ,3.79
,,,
b'Australia',b'Manic Street Preachers',2 December 1996 ,3.70
b'Walk Right In / Whoa Mule! Get Up in the Alley',"b""Cannon's Jug Stompers""",12 September 1930 ,3.74
b'Der Mussolini (El Mussolini) / El que',b'Deutsch Amerikanische Freundschaft',1982,3.77
b'Leaving New York',b'R.E.M.',2004,3.68
"b""Levi Stubbs' Tears / Think Again / Walk Away Renee""",b'Billy Bragg',1986,3.75
,,,
,,,
b'Rainy Dayz',b'Chef Raekwon',1996,3.73
"b""Papa's Got a Brand New Pigbag / The Backside""",b'Pigbag',6 May 1981 ,3.63
b'Funky Nassau',b'The Beginning of the End',March 1971 ,3.72
b'The Way You Look To-Night / Pick Yourself Up',b'Fred Astaire',August 1936 ,3.70
b'A Dream for Julie / Please Excuse My Face',b'Kaleidoscope',26 January 1968 ,3.82
b'One Crowded Hour',b'Augie March',3 April 2006 ,3.70
"b'Give Me the Night / Dinorah, Dinorah'",b'George Benson',June 1980 ,3.64
,,,
b'Tears Run Rings / Everything I Wanted Love to Be',b'Marc Almond',August 1988 ,3.68
"b""Whispering Bells / Don't Be a Fool""",b'The Dell-Vikings',July 1957 ,3.71
b'Four Seasons in One Day',b'Crowded House',June 1992 ,3.72
b'I Miss You (Part I) / I Miss You (Part II)',b'Harold Melvin & The Blue Notes',1972,3.84
b'Some Things Just Stick in Your Mind / I Want to Be Alone',b'Vashti',21 May 1965 ,3.70
b'Corpses',b'Ian Brown',23 March 1998 ,3.83
"b""You Say You Don't Love Me / Raison d'\xc3\xaatre""",b'Buzzcocks',28 September 1979 ,3.69
,,,
b'Uptown / Crazy You',b'Prince',10 September 1980 ,3.68
"b""To Love Somebody / I Can't See Nobody""",b'Nina Simone',March 1968 ,3.83
b'Flyswatter',b'Eels',2000,3.74
b'Ando meio desligado / N\xc3\xa3o v\xc3\xa1 se perder por a\xc3\xad',b'Mutantes',November 1969 ,3.89
b'Up for the Down Stroke / Presence of a Brain',b'Parliament',June 1974 ,3.77
b'Jeffrey I Hear U / The Elephant Man',b'The Girls',1979,3.65
b'The Gospel Comes to New Guinea',b'23 Skidoo',1981,3.69
,,,
b'Uninvited',b'Alanis Morissette',24 February 1998 ,3.66
b'Chemical World',b'Blur',28 June 1993 ,3.68
b'Pretty Noose',b'Soundgarden',1996,3.64
b'Goodie Bag',b'Still Woozy',4 November 2017 ,3.78
b'Remember Me',b'British Sea Power',20 October 2003 ,3.79
b'When You Dance I Can Really Love / Sugar Mountain',b'Neil Young',1 March 1971 ,3.69
"b""I'm a Man (Part 1) / I'm a Man (Part 2)""",b'Chicago',September 1969 ,3.65
,,,
b'Sleeping Satellite',b'Tasmin Archer',31 August 1992 ,3.68
"b'Love Me, Please Love Me / La poup\xc3\xa9e qui fait non'",b'Michel Polnareff',July 1966 ,3.73
b'Out of Sight / Maybe the Last Time',b'James Brown',August 1964 ,3.70
b'Teen Line / When I Was Younger',b'The Shivvers',1980,3.84
b'Someone Saved My Life Tonight / House of Cards',b'Elton John',23 June 1975 ,3.63
b'Nuclear Fusion',b'King Gizzard and the Lizard Wizard',22 December 2016 ,3.68
"b""There's a Ghost in My House / Don't Fool Around""",b'R. Dean Taylor',April 1967 ,3.66
,,,
b'Fiery Jack / 2nd Dark Age / Psykick Dancehall #2',b'The Fall',28 January 1980 ,3.71
b'The Horse / Love Is All Right',b'Cliff Nobles & Co',May 1968 ,3.74
b'Nocturne',b'Secret Garden',1995,3.75
b'Has It Come to This?',b'The Streets',8 October 2001 ,3.67
b'July',b'Katatonia',26 March 2007 ,3.64
,,,
,,,
b'3 Libras',b'A Perfect Circle',2000,3.65
"b""Say You Don't Mind / Let Me Come Closer""",b'Colin Blunstone',February 1972 ,3.85
b'Distant Sun',b'Crowded House',September 1993 ,3.76
"b""Shakin' Street / The American Ruse""",b'MC5',13 March 1970 ,3.84
"b'Rose, My Rocket-Brain!'",b'Stereolab',8 February 2004 ,3.76
b'Rattlesnake Shake / Coming Your Way',b'Fleetwood Mac',October 1969 ,3.74
b'Why',b'Carly Simon',June 1982 ,3.63
,,,
b'Ibi Dreams of Pavement (A Better Day) / All the Goods',b'Broken Social Scene',28 November 2005 ,3.67
b'I Bite Through It',b'Oneohtrix Point Never',3 September 2015 ,3.69
"b""Standing on the Verge of Getting It On / Jimmy's Got a Little Bit of Bitch in Him""",b'Funkadelic',1974,3.79
b'Atlantis / I Love My Shirt',b'Donovan',22 November 1968 ,3.66
b'Coles Corner',b'Richard Hawley',31 October 2005 ,3.82
b'My Moon My Man',b'Feist',6 March 2007 ,3.61
b'Freedom of Choice / Snowball (Remix)',b'Devo',November 1980 ,3.74
,,,
b'Dark End of the Street / Wheels',b'The Flying Burrito Bros',1969,3.85
b'Direct Lines / Le \xd1\x81horale',b'The Electronic Circus',1981,3.68
"b""Hand in Glove / I Don't Owe You Anything""",b'Sandie Shaw',April 1984 ,3.74
"b""If I Were a Carpenter / Rainin'""",b'Bobby Darin',August 1966 ,3.74
b'I Know / The Trip',b'Park Avenue Playground',1967,3.92
b'Before Too Long / White Train',b'Paul Kelly and the Coloured Girls',June 1986 ,3.69
b'Legendary Iron Hood',b'Open Mike Eagle',11 September 2017 ,3.89
,,,
"b""Don't Make Me Over / Hello Stranger""",b'Julia Holter',28 July 2014 ,3.68
"b""Deception (Don't Let Money Change Ya)""",b'Blackalicious',2000,3.81
b'To Cut a Long Story Short',b'Spandau Ballet',31 October 1980 ,3.65
b'Kozmic Blues / Little Girl Blue',b'Janis Joplin',October 1969 ,3.70
b'Dress Down / \xe6\x88\x91\xe3\x81\x8c\xe3\x81\xbe\xe3\x81\xbe\xe3\x83\x8f\xe3\x82\xa4\xe3\x83\x92\xe3\x83\xbc\xe3\x83\xab',b'\xe7\xa7\x8b\xe5\x85\x83\xe8\x96\xab [Kaoru Akimoto]',6 April 2017 ,3.79
b'Only a Smile / The Tide Is High',b'The Paragons',1967,3.79
b'Nightshift / I Wish I Could Speak Your Language',b'The Names',January 1981 ,3.70
,,,
"b""Runnin' Down a Dream / Alright for Now""",b'Tom Petty',29 July 1989 ,3.64
b'Between the Sheets / Between the Sheets (Instrumental)',b'The Isley Brothers',6 June 1983 ,3.63
b'Rhythm of Cruelty / T.V. Baby',b'Magazine',2 March 1979 ,3.72
b'Surf Solar / New Crossbow',b'Fuck Buttons',14 September 2009 ,3.62
b'Apply Some Pressure',b'Max\xc3\xafmo Park',21 February 2005 ,3.61
b'War',b'Chief Keef',1 April 2014 ,3.68
"b""Reconsider Baby / I Believe I'll Give It Up""",b'Lowell Fulson',October 1954 ,3.78
,,,
b'Turn to Red / Nervous System / Are You Receiving',b'Killing Joke',26 October 1979 ,3.74
b'Heavy Metal Mania / Loves Power / Only As Young As You Feel',b'Holocaust',1980,3.81
"b""Whispering Grass (Don't Tell the Trees) / Maybe""",b'Ink Spots',July 1940 ,3.82
b'Rebellion in Dreamland',b'Gamma Ray',1995,3.69
b'La chanson des vieux amants / Les bonbons (Deuxi\xc3\xa8me version)',b'Jacques Brel',1973,3.89
,,,
,,,
"b""Cherry, Cherry / I'll Come Running""",b'Neil Diamond',July 1966 ,3.67
b'Sticky',b'Ravyn Lenae',8 December 2017 ,3.66
b'Golden Earrings / Never Too Far',b'Gandalf',1969,3.79
b'Project Blue / Free',b'The Banshees',June 1966 ,3.93
"b""Why Are You Being So Reasonable Now? / Not From Where I'm Standing""",b'The Wedding Present',September 1988 ,3.74
b'Spirits in the Material World / Low Life',b'The Police',December 1981 ,3.67
b'Borstal Breakout / Hey Little Rich Boy',b'Sham 69',6 January 1978 ,3.68
,,,
b'Everybody Plays the Fool / Who Can I Turn To (When Nobody Needs Me)',b'The Main Ingredient',June 1972 ,3.74
b'Matchbox / Your True Love',b'Carl Perkins',16 February 1957 ,3.69
b'Remind Me',b'R\xc3\xb6yksopp',29 July 2002 ,3.66
b'Allah Wakbarr / Beautiful Daddy',b'Ofo the Black Company',1972,3.71
b'Wake Up Dead / Black Friday / Devils Island',b'Megadeth',10 December 1987 ,3.61
b'Submission / Anarchy in the U.K.',b'The Sex Pistols',1984,3.87
b'Too Late to Turn Back Now / Lift Your Love Higher',b'Cornelius Brothers & Sister Rose',17 June 1972 ,3.72
,,,
b'Kevin Carter',b'Manic Street Preachers',30 September 1996 ,3.69
"b""You're a Very Lovely Woman / Where Have You Been All My Life""",b'The Merry-Go-Round',1967,3.91
b'Mine Mine Mind / Bloody Hammer',b'Roky Erickson and The Aliens',1980,3.91
b'Tonight the Streets Are Ours',b'Richard Hawley',August 2007 ,3.81
"b""Keep Searchin' (We'll Follow the Sun) / Broken Promises""",b'Del Shannon',December 1964 ,3.78
b'Going to the River / Mardi Gras in New Orleans',b'Fats Domino',March 1953 ,3.76
b'My Clown / Dandelion Seeds',b'July',July 1968 ,3.86
,,,
b'Hideaway',b'The Olivia Tremor Control',26 October 1998 ,3.67
b'How I Got Over',b'The Roots',11 August 2009 ,3.69
b'Air Conditioning',b'Lightning Bolt',14 August 2019 ,3.66
b'Man-Size',b'PJ Harvey',July 1993 ,3.66
"b""Howlin' at the Moon / I Can't Help It (If I'm Still in Love With You)""",b'Hank Williams with His Drifting Cowboys',May 1951 ,3.74
"b""L'Via L'Viaquez""",b'The Mars Volta',11 July 2005 ,3.63
b'Only If for a Night',b'Florence + The Machine',21 April 2012 ,3.86
,,,
b'Iron Moon',b'Chelsea Wolfe',28 April 2015 ,3.63
b'Janitor / Protection',b'Suburban Lawns',1980,3.72
b'Going Norway',b'Girl Band',15 August 2019 ,3.68
b'La mauvaise r\xc3\xa9putation / Le petit cheval',b'Georges Brassens',June 1952 ,3.70
b'Silent Sigh',b'Badly Drawn Boy',25 March 2002 ,3.77
b'Where Are They Now?',b'Gene',28 April 1997 ,3.90
b'Stigmata / Tonight We Murder',b'Ministry',1988,3.68
,,,
b'Invitation / Song of the Marching Children',b'Earth & Fire',February 1971 ,3.91
b'Baby I Love You / Going Down Slow',b'Aretha Franklin',16 July 1967 ,3.75
b'Tri Martolod',b'Alan Stivell',1972,3.83
b'Riders in the Sky (A Cowboy Legend) / Single Saddle',b'Vaughn Monroe and His Orchestra',April 1949 ,3.71
